id	name	alias	fl
5081-1	Arthur Rice Kruckeberg	Arthur Rice Kruckeberg	1920-
5083-1	Friedrich Krüger	Friedrich Krüger	1864-1914
5084-1	Marcus Salomonides Krüger	Marcus Salomonides Krüger	fl. 1841
5085-1	Johann Gerd Krüssmann	Johann Gerd Krüssmann|Gerd Krüssmann	1910-1980
5086-1	Carl(Karl) Wilhelm Leopold Krug	Carl(Karl) Wilhelm Leopold Krug	1833-1898
5087-1	Boris Alexander Krukoff	Boris Alexander Krukoff	1898-1983
5088-1	Emil Paul Kruschke	Emil Paul Kruschke	1907-1976
5090-1	Georgii Vasilevich Krylov	Georgii Vasilevich Krylov	1910-
5091-1	Porphyriy Nikitich Krylov	Porphyriy Nikitich Krylov|Porphyry Nikitic Krylow	1850-1931
5096-1	Karel Kubát	Karel Kubát	1941-
5097-1	G. Kuber	G. Kuber|Gerfried Horand Leute	fl. 1964
5098-1	Klaus Kubitzki	Klaus Kubitzki	1933-
5102-1	Irena Kucowa	Irena Kucowa	1912-
5103-1	Yûshun Kudô	Yûshun Kudô	1887-1932
5104-1	Serafim Nikovajevich Kudrjaschev	Serafim Nikovajevich Kudrjaschev|Serafim Nikovayevich Kudryaschov	1907-1943
5105-1	G.L. Kudrjaschova	G.L. Kudrjaschova|G.L. Kudrjashova|G.L. Kudryaschova|G.L. Kudryashova	1940-
5109-1	Georg Kükenthal	Georg Kükenthal|Georg Kuekenthal	1864-1955
5110-1	Jenő Béla Kümmerle	Jenő Béla Kümmerle	1876-1931
5111-1	Horst Kümpel	Horst Kümpel|Horst Kuempel	1935-1998
5112-1	Philippe Küpfer	Philippe Küpfer	1942-
5113-1	Friedrich Traugott Kützing	Friedrich Traugott Kützing|Friedrich Traugott Kuetzing	1807-1893
5115-1	Heinrich Kuhl	Heinrich Kuhl	1797-1821
5116-1	João Geraldo Kuhlmann	João Geraldo Kuhlmann	1882-1958
5117-1	Moysés Kuhlmann	Moysés Kuhlmann	1906-
5118-1	Friedrich Adalbert Maximilian (`Max') Kuhn	Friedrich Adalbert Maximilian (`Max') Kuhn	1842-1894
5120-1	Job Kuijt	Job Kuijt	1930-
5122-1	Stanislaw Kulczyński	Stanislaw Kulczyński	1895-1975
5126-1	A.R. Kulkarni	A.R. Kulkarni	fl. 1969
5128-1	Michail Vasilevich Kultiasow	Michail Vasilevich Kultiasow|Michail Vasilevich Kultiassow	1891-1968
5129-1	Gorti Raghawa(Raghava) Kumari	Gorti Raghawa(Raghava) Kumari	1929-
5130-1	Masao Kumazawa	Masao Kumazawa	1904-
5131-1	Aleksandra Vladimirovna Kuminova	Aleksandra Vladimirovna Kuminova	1911-1997
5135-1	Balsi Chand Kundu	Balsi Chand Kundu	1905-
5137-1	Günther W.H. Kunkel	Günther W.H. Kunkel	1928-2007
5139-1	Hans Kunz	Hans Kunz	1904-
5143-1	Richard Ernest Kunze	Richard Ernest Kunze	1838-1919
5144-1	G.A. Kupatadze	G.A. Kupatadze	fl. 1968
5145-1	Samuel Kupcsok	Samuel Kupcsok|Samuel Kupčok|Samuel Kupczok	1850-1914
5146-1	Frances Kristina Kupicha	Frances Kristina Kupicha	1947-2013
5147-1	Karl Reinhold Kupffer	Karl Reinhold Kupffer	1872-1935
5149-1	Walter Kupper	Walter Kupper	1874-1953
5150-1	Lyudmila Andreyeva(Andreevna) Kuprianova	Lyudmila Andreyeva(Andreevna) Kuprianova|Lyudmila Andreyeva(Andreevna) Kupriyanova	1914-1987
5151-1	Satoru Kurata	Satoru Kurata	1922-1978
5156-1	Hermann Kurz	Hermann Kurz	1886-
5157-1	Wilhelm Sulpiz Kurz	Wilhelm Sulpiz Kurz	1834-1878
5158-1	Masao Kusaka	Masao Kusaka	1915-
5163-1	A.I. Kuthatheladze	A.I. Kuthatheladze	1912-
5166-1	Vilma Kuusk	Vilma Kuusk	1931-
5167-1	Vladimir Borisovich Kuvaev	Vladimir Borisovich Kuvaev	1918-2009
5169-1	Bogdan Antonov Kuzmanov	Bogdan Antonov Kuzmanov	1934-1991
5171-1	Gustav Kvist	Gustav Kvist	1909-
5173-1	Johan Harald Kylin	Johan Harald Kylin	1879-1949
5175-1	Jacques Julien Houtou de Labillardière	Jacques Julien Houtou de Labillardière|Jacques Julien Houtou de la Billardière|Jacques Julien Houtou de La Billardière|Jacques Julien Houtou de Labillardière	1755-1834
5179-1	Charles Carmichael Lacaita	Charles Carmichael Lacaita	1853-1933
5180-1	Marcel Lacassagne	Marcel Lacassagne	
5181-1	John Henry Lace	John Henry Lace	1857-1918
5182-1	Werner de Lachenal	Werner de Lachenal|Werner de Lachenal	1736-1800
5186-1	Hans Walter Lack	Hans Walter Lack	1949-
5188-1	Paul Lakschewitz	Paul Lakschewitz|Paul Lackschewitz	1865-1936
5194-1	James Ladbrook	James Ladbrook	1870-
5196-1	Miguel Ladero	Miguel Ladero|Miguel Ladero Alvarez	1939-
5197-1	Gideon Ladizinsky	Gideon Ladizinsky	1936-
5198-1	G.M. Ladygina	G.M. Ladygina	1929-1989
5200-1	Lars Levi Laestadius	Lars Levi Laestadius	1800-1861
5201-1	Charles Laffitte	Charles Laffitte	1811-1895
5205-1	Mariano Lagasca y Segura	Mariano Lagasca y Segura|Mariano La Gasca	1776-1839
5206-1	Karl Erik Torsten Lagerberg	Karl Erik Torsten Lagerberg	1882-1970
5209-1	Franz Joseph Lagger	Franz Joseph Lagger	1802-1870
5210-1	Adrian Rose Arnaud Lagrèze-Fossat	Adrian Rose Arnaud Lagrèze-Fossat|Adrian Rose Arnaud Lagrèse-Fossat	1818-1874
5211-1	Máximo Laguna y Villanueva	Máximo Laguna y Villanueva	1826-1902
5212-1	Jean Jacques Charles de Laharpe	Jean Jacques Charles de Laharpe|Jean Jacques Charles de Laharpe	1802-1877
5216-1	Johann Nepomuk von Laicharding	Johann Nepomuk von Laicharding|Johann Nepomuk von Laicharting	1754-1797
5218-1	Robert Malcolm Laing	Robert Malcolm Laing	1865-1941
5219-1	Manuel Laínz	Manuel Laínz|P.Manuel Laínz|Manuel Laínz Gallo	1923-
5221-1	Olga Korhoven Lakela	Olga Korhoven Lakela	1890-1980
5224-1	Radomir Lakušić	Radomir Lakušić	
5225-1	(Père) Louis-Marie	(Père) Louis-Marie|Louis-Marie Lalonde	1896-1978
5227-1	Jean-Baptiste Pierre Antoine de Monet de Lamarck	Jean-Baptiste Pierre Antoine de Monet de Lamarck|Jean-Baptiste Pierre Antoine de Monet de Lamarck	1744-1829
5228-1	Brian M. Lamb	Brian M. Lamb	fl. 1958
5229-1	Edgar Lamb	Edgar Lamb	     -1980
5231-1	Aylmer Bourke Lambert	Aylmer Bourke Lambert	1761-1842
5232-1	Léon Célestin Lambert	Léon Célestin Lambert	1867-
5235-1	Jacques (Ernest Joseph) Lambinon	Jacques (Ernest Joseph) Lambinon	1936-
5238-1	Jenifer M. Lamond	Jenifer M. Lamond	1936-
5239-1	Byron Barnard Lamont	Byron Barnard Lamont	1945-
5241-1	Charles H. Lamoureux	Charles H. Lamoureux	1933-2000
5244-1	Pierre Marie Édouard Lamy de la Chapelle	Pierre Marie Édouard Lamy de la Chapelle|Pierre Marie Édouard de la Chapelle Lamy	1804-1886
5247-1	Elias Landolt	Elias Landolt	1926-2013
5248-1	Pierre Landry	Pierre Landry	1951-
5249-1	David Landsborough	David Landsborough	1779-1854
5250-1	Jacobus Landwehr	Jacobus Landwehr	1911-1996
5251-1	Irwin E. Lane	Irwin E. Lane	1926-
5252-1	Charles Edward Lane-Poole	Charles Edward Lane-Poole	1885-1970
5254-1	Adolph Franz Láng	Adolph Franz Láng|Adolf Ferenc Láng	1795-1863
5255-1	Frank Alexander Lang	Frank Alexander Lang	1937-
5256-1	Karl Heinrich Lang	Karl Heinrich Lang|Decan Lang	1800-1843
5257-1	Otto Friedrich Lang	Otto Friedrich Lang	1817-1847
5258-1	Thomas Lang	Thomas Lang	fl. c.1853
5261-1	Johan Martin Christian Lange	Johan Martin Christian Lange	1818-1898
5264-1	Voldemar Theodorovich Langenfeld	Voldemar Theodorovich Langenfeld	1923-
5265-1	Jean Harmon Langenheim	Jean Harmon Langenheim	1925-
5271-1	Georg Heinrich von Langsdorff	Georg Heinrich von Langsdorff	1774-1852
5273-1	Joseph Lanjouw	Joseph Lanjouw	1902-1984
5274-1	Ronald M. Lanner	Ronald M. Lanner	fl. 1974
5277-1	Domenico Lanza	Domenico Lanza	1868-1940
5279-1	Philippe Picot de Lapeyrouse	Philippe Picot de Lapeyrouse|Philippe Picot de Lapeirouse|Philippe Picot de la Peyrouse|Philippe Picot de Lapeyrouse|Philippe Picot de Lapeyrouse|Philippe Picot de la Peirouse|Philippe Picot de la Peirouse	1744-1818
5280-1	Increase Allen Lapham	Increase Allen Lapham	1811-1875
5282-1	Jean Marie Lapierre	Jean Marie Lapierre	1754-1834
5284-1	Juan La Porte	Juan La Porte	
5290-1	Mary Maxine Larisey	Mary Maxine Larisey	1909-
5291-1	Rose Claire Laroche	Rose Claire Laroche	fl. 1973
5293-1	Joseph(José) Dionisio Larreategui	Joseph(José) Dionisio Larreategui	fl. 1795-c.1805
5294-1	Egon Larsen	Egon Larsen	1928-1969
5295-1	Kai Larsen	Kai Larsen	1926-2012
5296-1	Supee Saksuwan Larsen	Supee Saksuwan Larsen	1939-
5297-1	Lars Magnus Larsson	Lars Magnus Larsson	1822-1884
5300-1	A.M. Lasebna	A.M. Lasebna	1922-
5303-1	Tobias Lasser	Tobias Lasser	1911-2006
5307-1	Jean François Laterrade	Jean François Laterrade	1784-1858
5308-1	Marc Antoine Louis Claret de Latourrette	Marc Antoine Louis Claret de Latourrette|M. Ant. Lud. à Latourrette|Marc Antoine Louis Claret de Fleurieu de La Tourrette	1729-1793
5310-1	I.Ja. Latschaschvili	I.Ja. Latschaschvili|I.Ja. Lachashvili|I.Ja. Latchaschvili	1918-
5314-1	Alfred Bernhard Lau	Alfred Bernhard Lau	1928-2007
5315-1	Lan Fong Lau	Lan Fong Lau|Lan Fang Lau	fl. 1963
5317-1	David John de Laubenfels	David John de Laubenfels|David John de Laubenfels	1925-2016
5318-1	(Friedrich) Wilhelm (Georg) Lauche	(Friedrich) Wilhelm (Georg) Lauche	1827-1883
5319-1	Lucien André(Andrew) Lauener	Lucien André(Andrew) Lauener	1918-1991
5320-1	Kendall Laughlin	Kendall Laughlin	1890-
5323-1	Georg Oskar Edmund Launert	Georg Oskar Edmund Launert	1926-
5329-1	Carl(Karl) Adolf Georg Lauterbach	Carl(Karl) Adolf Georg Lauterbach	1864-1937
5332-1	Thomas Lauth	Thomas Lauth	1758-1826
5334-1	Marguerite Lauzac-Marchal	Marguerite Lauzac-Marchal|Marguerite Lauzac- Marchal	fl. 1974
5336-1	Jean Lavalle	Jean Lavalle	1820-
5339-1	Mary Gwendolene Lavis	Mary Gwendolene Lavis	1902-
5340-1	John Jacob Lavranos	John Jacob Lavranos	1926-2018
5341-1	Eugeny Mikhailovič Lavrenko	Eugeny Mikhailovič Lavrenko	1900-1987
5342-1	Jean Lavy	Jean Lavy	1775-1851
5343-1	Yuh Wu Law	Yuh Wu Law|Yu Hu Liu	1917-2004
5344-1	André Gilles Célestin Lawalrée	André Gilles Célestin Lawalrée	1921-2005
5345-1	Mary Lawrance	Mary Lawrance	fl. 1790-1831
5346-1	George Hill Mathewson Lawrence	George Hill Mathewson Lawrence	1910-1978
5348-1	William Evans Lawrence	William Evans Lawrence	1883-1950
5350-1	Charles Lawson	Charles Lawson	1794-1873
5351-1	George Lawson	George Lawson	1827-1895
5352-1	Marmaduke Alexander Lawson	Marmaduke Alexander Lawson	1840-1896
5353-1	Peter Lawson	Peter Lawson	    -1820
5355-1	Erich(Erik) Gustav Laxmann	Erich(Erik) Gustav Laxmann	1737-1796
5356-1	Ko Ko Lay	Ko Ko Lay	
5357-1	Georges de Layens	Georges de Layens|Georges de Layens	1834-1897
5361-1	Michael Lazarides	Michael Lazarides	1928-2011
5362-1	Blas Lázaro é Ibiza	Blas Lázaro é Ibiza|Blas Lázaro Ibiza	1858-1921
5364-1	Leslie (Larry) Charles Leach	Leslie (Larry) Charles Leach	1909-1996
5365-1	Adrian Ruiz Leal	Adrian Ruiz Leal	
5366-1	Carlos G. Leal	Carlos G. Leal	fl. 1951
5368-1	Jacques Désiré Leandri	Jacques Désiré Leandri	1903-1982
5369-1	P. Leandro do Sacramento	P. Leandro do Sacramento	1778-1829
5370-1	Melines Conklin Leavenworth	Melines Conklin Leavenworth	1796-1862
5371-1	Robert Greenleaf Leavitt	Robert Greenleaf Leavitt	1865-1942
5372-1	E. Lebas	E. Lebas	fl. 1866
5373-1	Jean Lebeau	Jean Lebeau	fl. 1972
5374-1	Jacques Eugène Lebel	Jacques Eugène Lebel	1801-1878
5376-1	Erkuter Leblebici	Erkuter Leblebici	1939-
5380-1	Jean Paul Antoine Lebrun	Jean Paul Antoine Lebrun	1906-1985
5381-1	Wilibald Lechler	Wilibald Lechler	1814-1856
5383-1	Vadim Stepanovich Lechnovich	Vadim Stepanovich Lechnovich|V.S. Lekhnovich|V.S. Lechnovicz	1902-
5386-1	O. Lecompte	O. Lecompte	fl. 1965
5388-1	Paul Henri Lecomte	Paul Henri Lecomte	1856-1934
5390-1	John Eatton Leconte	John Eatton Leconte|John Eatton Le Conte|John B Le Conte	1784-1860
5391-1	Henri Lecoq	Henri Lecoq	1802-1871
5392-1	Joseph Cyprien Lecoyer	Joseph Cyprien Lecoyer	1835-1899
5393-1	Carl(Karl) Friedrich von Ledebour	Carl(Karl) Friedrich von Ledebour	1785-1851
5394-1	Carl Ludwig Ledermann	Carl Ludwig Ledermann	1875-1958
5396-1	E.P. Ledoux	E.P. Ledoux	1898-
5397-1	Alma Theodora Lee	Alma Theodora Lee|Alma Theodora Melvaine	1912-1990
5398-1	B.J.S. Lee	B.J.S. Lee	fl. 1958
5403-1	Shu Kang Lee	Shu Kang Lee|Shu Gang Li|S.G. Lee	1915-
5404-1	Yong No Lee	Yong No Lee	1920-2008
5405-1	Yin Tse Lee	Yin Tse Lee	fl. 1973
5406-1	Alleyhe Leechmann	Alleyhe Leechmann	
5407-1	Pieter Willem Leenhouts	Pieter Willem Leenhouts	1926-2004
5409-1	Edwin Lees	Edwin Lees	1800-1887
5412-1	Anthonius Josephus Maria Leeuwenberg	Anthonius Josephus Maria Leeuwenberg	1930-2010
5415-1	Louis Victor Lefèvre	Louis Victor Lefèvre	1810-
5417-1	Nicholas Joseph Marie Le Gall de Kerlinou	Nicholas Joseph Marie Le Gall de Kerlinou|Nicholas Joseph Marie Le Gall	1787-1860
5419-1	William Henry Leggett	William Henry Leggett	1816-1882
5420-1	Pablo Raul Legname	Pablo Raul Legname	1930-1989
5421-1	Antoine Le Grand	Antoine Le Grand|Antoine Legrand	1839-1905
5422-1	Carlos Maria Diego Enrique Legrand	Carlos Maria Diego Enrique Legrand|D. Legrand|Carlos Diego Legrand|Diego Legrand	1901-1986
5425-1	Alphonse Marie Léon Legué	Alphonse Marie Léon Legué|Léon Legué	1841-1920
5429-1	Carl Bernhard Lehmann	Carl Bernhard Lehmann	1811-1875
5431-1	Ernst B.Johann Lehmann	Ernst B.Johann Lehmann	1880-1957
5432-1	Friedrich Carl Lehmann	Friedrich Carl Lehmann	1850-1903
5433-1	Johann Friedrich Lehmann	Johann Friedrich Lehmann	1781-1831
5434-1	Johann Georg Christian Lehmann	Johann Georg Christian Lehmann|Christian Lehmann	1792-1860
5435-1	Henri-Noël Le Houérou	Henri-Noël Le Houérou	1928-
5436-1	Georg Philipp Lehr	Georg Philipp Lehr	1756-1807
5439-1	Friedrich Ernst Leibold	Friedrich Ernst Leibold	1804-1864
5440-1	Friedrich Wilhelm Ludwig Leichhardt	Friedrich Wilhelm Ludwig Leichhardt	1813-1848
5441-1	Maximilian Leichtlin	Maximilian Leichtlin	1831-1910
5445-1	M. Leinig	M. Leinig	fl. 1967
5446-1	Peter Leins	Peter Leins	1937-
5447-1	Hermógenes de Freitas Leitão	Hermógenes de Freitas Leitão|Hermógenes de Freitas Leitão Filho|Hermógenes de Freitas Leitão Filho	1944-1996
5451-1	Alexandre Louis (Alexander Ludwig) Simon Lejeune	Alexandre Louis (Alexander Ludwig) Simon Lejeune	1779-1858
5452-1	Auguste François Le Jolis	Auguste François Le Jolis	1823-1904
5457-1	(Antoine) Charles Lemaire	(Antoine) Charles Lemaire	1801-1871
5458-1	Dominique Sébastien Léman	Dominique Sébastien Léman	1781-1829
5460-1	Hans Lembcke	Hans Lembcke	fl. 1959
5462-1	Albert Marie Victor Lemée	Albert Marie Victor Lemée	1872-1961
5463-1	Willi Lemke	Willi Lemke	1893-1973
5465-1	John Gill Lemmon	John Gill Lemmon	1832-1908
5466-1	W.P. Lemmon	W.P. Lemmon	fl. 1938
5468-1	(Pierre Louis) Victor Lemoine	(Pierre Louis) Victor Lemoine	1823-1911
5473-1	B.de Lengyel	B.de Lengyel|B. de Lengyel	fl. 1936
5474-1	Géza Emlékezete Lengyel	Géza Emlékezete Lengyel	1884-1965
5476-1	Adrien Jacques de Lens	Adrien Jacques de Lens|Adrien Jacques de Lens	fl. 1828
5479-1	Jorge León	Jorge León	fl. 1949
5480-1	Emery Clarence Leonard	Emery Clarence Leonard	1892-1968
5481-1	Guy Léonard	Guy Léonard	1927-
5482-1	Jean Joseph Gustave Léonard	Jean Joseph Gustave Léonard	1920-2013
5485-1	T.G. Leonova	T.G. Leonova	1930-
5486-1	Ernest Lepage	Ernest Lepage	1905-1981
5491-1	Lothar Lepper	Lothar Lepper	1932-
5492-1	François Mathias René Leprieur	François Mathias René Leprieur	1799-1869
5495-1	Claude Leredde	Claude Leredde	fl. 1953
5496-1	Louis François Jules Rodolphe Leresche	Louis François Jules Rodolphe Leresche	1808-1885
5497-1	André Leroy	André Leroy	1801-1875
5498-1	Jean-François Leroy	Jean-François Leroy	1915-1999
5501-1	Jean Baptiste Louis (Claude) Théodore Leschenault de la Tour	Jean Baptiste Louis (Claude) Théodore Leschenault de la Tour|Jean Baptiste Louis (Claude) Théodore Leschenault	1773-1826
5502-1	Michèle Lescot	Michèle Lescot	1939-
5503-1	O.H. Lescuyer	O.H. Lescuyer	fl. 1855-72
5505-1	Alexandr Ivanovich Leskov	Alexandr Ivanovich Leskov	1902-1942
5506-1	Jean Martial Gustave Lespinasse	Jean Martial Gustave Lespinasse	1807-1876
5509-1	Adolphe Pierre Lesson	Adolphe Pierre Lesson	1805-1888
5511-1	Lester Vallis Lester-Garland	Lester Vallis Lester-Garland	1860-1944
5512-1	François Joseph Lestiboudois	François Joseph Lestiboudois	1759-1815
5517-1	Annick Le Thomas	Annick Le Thomas|Annick Le Thomas-Hommay	1936-
5523-1	Joseph Alexandre Le Turquier de Longchamp	Joseph Alexandre Le Turquier de Longchamp|Joseph Alexandre de Turquier de Longchamp	1748-1829
5524-1	S.Y. Leu	S.Y. Leu	fl. 1975
5528-1	Gerfried Horand Leute	Gerfried Horand Leute|G.H. Kuber	1941-
5529-1	Joseph-Henri Léveillé	Joseph-Henri Léveillé	1796-1870
5530-1	Emile(Emilio) Levier	Emile(Emilio) Levier	1839-1911
5533-1	Rosa Efimovna Levina	Rosa Efimovna Levina	1908-1987
5537-1	Gwendoline Joyce Lewis	Gwendoline Joyce Lewis	1909-1967
5538-1	Harrison Flint Lewis	Harrison Flint Lewis	1893-1974
5540-1	John Lewis	John Lewis	1921-
5541-1	Margaret Ensign Lewis	Margaret Ensign Lewis	1919-
5542-1	Meriwether Lewis	Meriwether Lewis	1774-1809
5544-1	Walter Hepworth Lewis	Walter Hepworth Lewis	1930-
5545-1	Frederick Lewis Lewton	Frederick Lewis Lewton	1874-1959
5546-1	Juan José Martinez de Lexarza	Juan José Martinez de Lexarza|Juan José Martinez de Lexarza|Juan José Martinez de Lexarza	1785-1824
5547-1	Frances Arlene Ley	Frances Arlene Ley|Arline Ley	1919-
5548-1	Friedrich Leybold	Friedrich Leybold	1827-1879
5550-1	Ferdinand L'Herminier	Ferdinand L'Herminier	1802-1866
5551-1	Johann(Jan) Lhotsky	Johann(Jan) Lhotsky|Johann(Jan) Lhotzky	1800-1860s
5552-1	Hui Lin Li	Hui Lin Li	1911-2002
5553-1	Hsi Wen Li	Hsi Wen Li|Xi Wen Li	1931-
5554-1	Ping Tao Li	Ping Tao Li|Bing Tao Li	1936-
5556-1	Yin Li	Yin Li|Ying Li	fl. 1974
5557-1	Emmanuel Liais	Emmanuel Liais	1826-1900
5558-1	Chou Fen(g) Liang	Chou Fen(g) Liang	1921-
5559-1	Jih Ching Liao	Jih Ching Liao|Liao Ri Jing	1929-
5560-1	Louis Liben	Louis Liben	1926-2006
5561-1	Marie-Anne Libert	Marie-Anne Libert	1782-1865
5567-1	Martin Heinrich Karl von Lichtenstein	Martin Heinrich Karl von Lichtenstein	1780-1857
5573-1	Bengt Lidforss	Bengt Lidforss	1868-1913
5576-1	Franz Kaspar(Caspar) Lieblein	Franz Kaspar(Caspar) Lieblein	1744-1810
5580-1	Helmut Lieth	Helmut Lieth	fl. 1961
5584-1	F.D. Likhonos	F.D. Likhonos	1897-
5585-1	Nils Lilja	Nils Lilja	1808-1870
5587-1	Alf W. Liljefors	Alf W. Liljefors	1904-
5589-1	Miguel Lillo	Miguel Lillo	1862-1931
5591-1	Arturo Dardano de Andrade-Lima	Arturo Dardano de Andrade-Lima|Arturo Dardano de Andrade Lima|Dardano de Andrade Lima	1919-1981
5598-1	Igor Alexandrovich Linczevski	Igor Alexandrovich Linczevski|Igor Alexandrovich Linchevski	1908-1997
5599-1	O.A. Linczevski	O.A. Linczevski	1910-
5602-1	Gustaf Anders Lindberg	Gustaf Anders Lindberg	1832-1900
5607-1	Alexis Edvard(Eduard) Lindblom	Alexis Edvard(Eduard) Lindblom	1807-1853
5608-1	Carl Johan Lindeberg	Carl Johan Lindeberg	1815-1900
5609-1	Jan Christiaan Lindeman	Jan Christiaan Lindeman	1921-2007
5610-1	Eduard Emanuilovitch von Lindemann	Eduard Emanuilovitch von Lindemann	1825-1900
5612-1	Jean Jules Linden	Jean Jules Linden	1817-1898
5613-1	Lucien Linden	Lucien Linden	1851-1940
5616-1	Sven Johan Lindgren	Sven Johan Lindgren	1810-1849
5617-1	Ferdinand Jacob Lindheimer	Ferdinand Jacob Lindheimer	1801-1879
5618-1	Karl Hermann Leonhard Lindinger	Karl Hermann Leonhard Lindinger	1879-
5620-1	Carl Axel Magnus Lindman	Carl Axel Magnus Lindman	1856-1928
5621-1	Sven Bertil Gunvald Lindquist	Sven Bertil Gunvald Lindquist	1904-1963
5623-1	George Edmund Lindsay	George Edmund Lindsay	1916-2002
5624-1	Robert Lindsay	Robert Lindsay	1846-1913
5629-1	Chuan (Chüan) Ling	Chuan (Chüan) Ling|Quan Lin	1937-
5630-1	Yong Yuan Ling	Yong Yuan Ling	1903-1981
5631-1	Alexander von Lingelsheim	Alexander von Lingelsheim	1874-1937
5634-1	August Linke	August Linke	fl. 1853-57
5638-1	Edward Francis Linton	Edward Francis Linton	1848-1928
5640-1	William Richardson Linton	William Richardson Linton	1850-1908
5641-1	Liang Liu	Liang Liu|Liang Liou	1933-2001
5643-1	Tchen Ngo Liou	Tchen Ngo Liou|Shên O Liu	1898-1975
5644-1	V.V. Lipatova	V.V. Lipatova	fl. 1963
5646-1	Wolfgang Lippert	Wolfgang Lippert	1937-2018
5648-1	Hans Lippold	Hans Lippold	1932-1980
5653-1	Moacyr do Amaral Lisboa	Moacyr do Amaral Lisboa	fl. 1974
5659-1	René Verriet de Litardière	René Verriet de Litardière|René Verriet de Litardière	1888-1957
5662-1	Ray Charles Littlewood	Ray Charles Littlewood	1924-1967
5663-1	Dimitri Ivanovich Litvinov	Dimitri Ivanovich Litvinov|Dmitrij Ivanovitsch Litwinow	1854-1929
5664-1	Hou Liu	Hou Liu|Ho Liou	fl. 1932
5666-1	Tang Shui Liu	Tang Shui Liu|T'ang Jui Liu|Tang Rui Liu|Tung Shui Liu	1911-
5667-1	E.J. Livera	E.J. Livera	
5672-1	Antonio Llanos	Antonio Llanos	1806-1881
5673-1	Pablo de La Llave	Pablo de La Llave|Pablo de la Llave|Pablo de la Llave	1773-1833
5677-1	David Graham Lloyd	David Graham Lloyd	1937-2006
5678-1	Francis Ernest Lloyd	Francis Ernest Lloyd	1868-1947
5680-1	James Lloyd	James Lloyd	1810-1896
5682-1	Robert Michael Lloyd	Robert Michael Lloyd	1938-1994
5683-1	Hsien Shui Lo	Hsien Shui Lo	1927-
5686-1	Thomas Lobb	Thomas Lobb	1820-1894
5689-1	D. Lobreau-Callen	D. Lobreau-Callen|D.Lobreau Callen	1940-
5690-1	John Michael Lock	John Michael Lock	1942-
5692-1	David Lockhart	David Lockhart	    -1846
5694-1	Conrad (L.) Loddiges	Conrad (L.) Loddiges	1738-1826
5695-1	George Loddiges	George Loddiges	1784-1846
5696-1	Pehr Loefling	Pehr Loefling|Pehr Löfling	1729-1756
5706-1	Ludwig Eduard Theodor Loesener	Ludwig Eduard Theodor Loesener	1865-1941
5707-1	Otto Loesener	Otto Loesener	fl. 1926
5714-1	August Loher	August Loher	1874-1930
5716-1	R.J. Loisel	R.J. Loisel	1938-
5720-1	Aleksandr Aleksandrovich Lomakin	Aleksandr Aleksandrovich Lomakin	1863-1930
5724-1	Robert I. Lonard	Robert I. Lonard	1942-
5727-1	Bayard Henry Long	Bayard Henry Long	1885-1969?
5728-1	David Geoffrey Long	David Geoffrey Long	1948-
5729-1	Robert William Long	Robert William Long	1927-1976
5734-1	A. Lonsing	A. Lonsing	fl. 1939
5739-1	Manuel López-Figueiras	Manuel López-Figueiras|Manuel Figueiras|Manuel López Figueiras	1915-2012
5742-1	Giuseppe Lopriore	Giuseppe Lopriore	1865-1928
5750-1	Paul(Pablo) Günther Lorentz	Paul(Pablo) Günther Lorentz	1835-1881
5754-1	Henri Loret	Henri Loret	1811-1888
5764-1	Hermann Losch	Hermann Losch	1888-
5765-1	Ilse Losch	Ilse Losch	1920-
5766-1	Francisco Loscos y Bernal	Francisco Loscos y Bernal|Francisco Loscos	1823-1886
5767-1	A.S.Losina- Losinskaja	A.S.Losina- Losinskaja|A.S. Losina-Losinskaja|A.S. Lozina-Lozinscaia	1903-1958
5771-1	John Claudius Loudon	John Claudius Loudon	1783-1843
5772-1	Jean Laurent Prosper Louis	Jean Laurent Prosper Louis	1903-1947
5775-1	Alicia Lourteig	Alicia Lourteig	1913-2003
5776-1	Job Edward Lousley	Job Edward Lousley	1907-1976
5778-1	Olga L. Lovelius	Olga L. Lovelius	fl. 1970
5780-1	John Donald Lovis	John Donald Lovis	1930-
5781-1	Andrija-Zelimir Lovrić	Andrija-Zelimir Lovrić	1943-
5788-1	Matteo Lozano	Matteo Lozano	
5789-1	Gustavo Lozano-Contreras	Gustavo Lozano-Contreras|Gustavo Lozano	1938-2000
5790-1	An Min(g) Lu	An Min(g) Lu	1939-
5791-1	Louis Lubbers	Louis Lubbers	1832-1905
5798-1	Carl August Lückhoff	Carl August Lückhoff	1914-1960
5800-1	Z.I. Luchnik	Z.I. Luchnik|Z.I. Lucznik	1909-
5802-1	Alfred Ludwig	Alfred Ludwig	1879-1964
5803-1	Christian Friedrich Ludwig	Christian Friedrich Ludwig	1757-1823
5804-1	Christian Gottlieb Ludwig	Christian Gottlieb Ludwig	1709-1773
5805-1	Clinton Albert Ludwig	Clinton Albert Ludwig	1886-1941
5806-1	Friedrich Ludwig	Friedrich Ludwig	1851-1918
5808-1	Wolfgang Ludwig	Wolfgang Ludwig	1923-2013
5811-1	Hilmar Albert Lückhoff	Hilmar Albert Lückhoff	1916-
5815-1	Albert Lüderwaldt	Albert Lüderwaldt	1861-1917
5816-1	Werner Lüdi	Werner Lüdi	1888-1968
